Title,Category,Date,Content,Url
[LG CNS] 2022 하반기 신입사원 채용,[취업],2022-09-15,2022하반기LG CNS신입사원 채용 모집기간 2022 9 5 월  2022 9 26 월 모집직무 DX EngineerFrontendBackend Engineer Cloud Architecture Cloud Application Modernization ERP Data AI Entrue Consulting 고용형태신입 지원방법입사지원은LG그룹 채용 홈페이지를 통한 온라인 지원만 가능합니다          careerslgcom 채용문의 LG Careers  LG CNS채널 11문의하기 활용 채용공고 자세히 알아보기,https://sw.skku.edu/sw/notice.do?mode=view&articleNo=152899
2022년 ICT/SW 온라인 여성 취업박람회 개요(~10/19),[취업],2022-09-15,1행사명2022년ICTSW온라인 여성 취업박람회2행사기간 2022년9월5일월10월19일수 박람회 종료 후12월까지 상시 채용관 추가 운영 예정3주최과학기술정보통신부4주관정보통신산업진흥원 사여성기업인협회5운영잡코리아6홈페이지,https://sw.skku.edu/sw/notice.do?mode=view&articleNo=152898
[학부]2022년 제 18회 TOPCIT 정기평가 신청 안내,[학사],2022-09-14,2022년 제18회TOPCIT정기평가 신청 안내슬기로운 솦융생활나를 잘 아는 것이 엄청난 자산이다내SW역량은 TOPCIT이란ICT산업종사자 및SW개발자가 현장에서의 업무를 성공적으로 수행하는데요구되는 핵심 역량을 진단하고 평가하는 수행형 테스트입니다1평가장소성균관대학교자연과학캠퍼스실습실추후안내2평가일시 20221029토 093012003접수기간20220919월 자정까지4대상 SW학과컴퓨터공학과글로벌융합학부34학년컴퓨터교육과34학년5응시비용 SW중심대학사업 지원 3 수준이상 취득시창의품취득 가능중앙방역대책본부코로나19예방을 위한 시험 방역관리 안내준하여 평가운영 예정이며위 일정은 코로나19관련 상황 및 정부 지침에 따라 일정 변동연기 또는 취소가능6신청방법1 TOPCIT홈페이지회원 가입을 한다2링크에 신청을 한다 TOPCIT회원 가입정보와 동일하게 작성단체 접수를 위해 접수기간을 반드시 지켜주시기 바랍니다중앙방역대책본부코로나19바이러스 예방을 위한 시험 방역관리 안내준하여 평가 운영예정이며 위 일정은 코로나19관련 상황 및 정부 지침에 따라 일정 변동연기 또는 취소가능1 TOPCIT 관련 자료학습자료 모의TEST2 TOPCIT 역량 수준,https://sw.skku.edu/sw/notice.do?mode=view&articleNo=152897
(주)히포티앤씨 아르바이트생 모집,[취업],2022-09-13,,https://sw.skku.edu/sw/notice.do?mode=view&articleNo=152896
"[세미나] Prof. Karl Stratos, Assistant professor, Rutgers University , 9/20(화), 10시",[학사],2022-09-07,Title RetrievalBased Approaches for KnowledgeIntensive Language ProcessingSpeaker Prof Karl Stratos Assistant professor  Rutgers UniversityTime  2022 Sep 20th 1000  1100Location Online 비밀번호 0920After the talk we will have an informal QA session with Prof Karl Stratos Please leave any questions about your research or careerAbstractTraining a machine learning system to retrieve and read relevant parts of a knowledge base KB where a KB can be as general as a set of text blocks eg passages in Wikipedia is a relatively new paradigm opendomain in NLP that is dramatically changing how we approach language tasks Compared to systems without a retrieval module it has the following critical benefits First the model can handle unknown facts simply by consulting a potentially new KB that defines these facts at test time yielding a natural zeroshot learning framework Second the model output is substantially more faithful in its information content because it conditions on precise statements alleviating one of the most stubborn problems in modern NLP of hallucinating fake facts Third the model prediction is significantly more interpretable because we can examine what KB entries it accesses to make the prediction For these reasons there has been a surge of interest in framing knowledgeintensive language tasks as retrieveand read problems spanning QA dialogue fact checking entity linking and slot fillingIn this talk I will present our recent projects on advancing retrievalbased approaches in NLP 1 hardnegative noise contrastive estimation NAACL 2021 2 entity linking as question answering ICLR 2022 and 3 multitasking retrieval work in progressBioKarl Stratos is an assistant professor in the Computer Science Department at Rutgers University and a Naver Scholar at Naver Corporation His research centers on statistical approaches to unsupervised learning in natural language processing He completed a PhD in computer science from Columbia University in 2016 After PhD he was a senior research scientist at Bloomberg LP 20162017 and a research assistant professor at Toyota Technological Institute at Chicago 20172019,https://sw.skku.edu/sw/notice.do?mode=view&articleNo=152895
[한국전자통신연구원] 2023년 1차 정규직 채용 공고,[취업],2022-09-07,안녕하세요 한국전자통신연구원에서 2023년 1차 정규직 및 실무직 공개 채용을 진행하고 있습니다연구직 채용인원은 총 45명일반 43명 창업목표 2명입니다이 중 ICT창의연구소 사이버브레인연구실에서는 연구직창업목표 1명을 채용하므로연구개발을 통한 아이템 발굴 및 창업에 관심 있는 분들께 많은 지원 부탁드립니다참고로 창업목표연구직과 일반연구직의연구환경 및 근무 조건은 동일합니다창업목표연구직에 대해 궁금한 사항은 채용담당자에게 문의 부탁드립니다 0428605385jobetrirekr1 직무내용  복합인공지능연구 지능형 데이터 허브 인공지능 기반 시맨틱 탐색 등2 접수마감 20220916금 1600까지2 지원자격   석사이상 23년 2월 28일까지 취득예정자 포함   아래 연구실적 자격 중 하나에 해당하는 자 접수마감일 기준 최근 5년 이내  SCIE급 이상 논문제1저자 또는 교신저자   이에 준하는 국제학술대회 발표논문 실적 제1저자 또는 교신저자      우수학술대회 목록 첨부  국제특허 등록 1건이상3 채용 공고 홈페이지4 임용예정일 202311단 부득이한 사유가 있는 경우 202331까지 입사 가능감사합니다,https://sw.skku.edu/sw/notice.do?mode=view&articleNo=152894
[학부]2022년 하반기 삼성SW멤버십 프로그램 신청 안내,[학사],2022-09-06,2022년 하반기 삼성SW멤버십 프로그램 신청 안내소프트웨어융합대학와 삼성전자DS부문과의 SW멤버십 프로그램 을 아래와 같이 안내드리오니 선발 대상자 중 관심 있는 학생들의 많은 참여 바랍니다 프로그램 개요 1 프로그램명 성균관대학교 소프트웨어대학삼성전자DS SW멤버십2 목 표 임베디드 SW인력 양성 및 확보3 선발 대상 소프트웨어학과컴퓨터공학과3학년2학기재학생6학기20222학기 기준현재 학적상4학년 이지만 휴학상태로다음 학기가4학년1학기로 복학 예정인 학생도 신청 가능복수전공생 신청 불가 본 프로그램은 취업연계 프로그램이기에 남학생의 경우군필또는군면제자만 지원 가능4프로그램 내용특전1 4학년 동안1년 간 삼성전자와 학교가 협의한 교과목을 모두 이수 후입사24학년12학기 전액 장학금 지원장학금은 본교 장학금과는 별개로 학생 계좌로 지급 예정즉중복 수혜 가능3졸업과 동시에 당사삼성전자DS부문에 입사의무근무기간 2년4 방학 중 삼성전자에서 시행하는 인턴십 참여 지원 일정  방법 1지원 방법1 첨부파일 2신청서 작성 한 후 소프트웨어학과 brsong16skkuedu로 메일 송부본인 이메일 주소삼성전자 채용 홈페이지회원가입 후 해당이메일 아이디를 엑셀파일 이메일 주소로 작성할 것메일 제목 삼성SW멤버십 22년 하반기 지원학과학번이름2 삼성전자에서 학생 본인에게 지원 신청 URL 송부 추후 삼성전자에서 발송3 학생이 해당 URL 로그인 후 지원서 WEB으로 작성4 작성 내용최종 확인 후 지원서 작성 완료 끝2 신청 일정20220908목 13시까지학과이메일 접수기한 엄수   지원 기간이 매우 짧으므로 유의해주시기 바랍니다주의학생 본인이 삼성전자에서 받은지원 신청URL에 로그인하여 지원서 작성하여야 지원이 완료됨즉학과 직원에게 메일 보낸 것으로 지원 신청이 완료되지 않음해당 프로그램과 삼성전자에서 진행하는 인턴십 채용과 동시에 두 군데 지원 불가 둘 중 한 프로그램만 지원 가능3선발 방식삼성전자3급 공채기준 준용수료 기준1졸업 시 학점평점30이상2 SW대학삼성전자 간 지정과목 이수HWSW전공심화실습과목 등해당 과목 미이수 시 채용 취소 및 장학금 변제 의무 과목리스트 및 자세한 안내사항은 첨부파일의 안내문을 참고하시기 바랍니다문의사항소프트웨어학과사무실 brsong16skkuedu  0312994101,https://sw.skku.edu/sw/notice.do?mode=view&articleNo=152893
2022학년도 제6회 글로벌융합학부 비교과특강 안내,[학사],2022-09-06,2022학년도 글로벌융합학부 비교과특강 참가자를 아래와 같이 모집합니다 운영 안내 일시 20220915목 1400 장소 Webex 온라인 미팅  주최 성균관대학교 SW중심대학사업단 대상 글로벌융합학부융합소프트웨어연계전공소프트웨어학과복수전공 포함 신청 방법 신청기간 20220901목20220915목 참가인원 선착순 60명 신청방법 네이버폼 신청서 작성 링크 기타 문의사항 전화 027401782 이메일 skkuaaiskkuedu학생들의 많은 관심과 참여 부탁드립니다감사합니다,https://sw.skku.edu/sw/notice.do?mode=view&articleNo=152892
"[세미나] Dr. David Seunghyun Yoo, Adobe Research, 9/13(화), 13시",[학사],2022-09-05,Title Pretrained Language Model and Semantic Textual UnderstandingSpeaker Dr David Seunghyun Yoon Research Scientist  Adobe ResearchTime  2022 Sep 13th 1300  1400LocationOnline  PW 0913After the talk we will have an informal QA session with Dr Yoon Please leave any questions about your research or careerAbstractSemantic textual understanding is a fundamental research topic engaging in many textrelated tasks semantic search wordphrasesentencelevel similarityrepresentation Recently we have observed huge advancements in this area leveraging pretrained language models PLMs However it is still uncertain whether PLMs can understand the semantic meaning of phrasesIn this talk Ill introduce recent techniques for computing textual representation their strengthslimitations and new research resourceFurther Ill present recent research that leverages a pretrained textual encoder to retrieve textual information and generate a synthetic training dataset for a named entity recognition taskBioDavid Seunghyun Yoon is a Research Scientist at Adobe Research He received his MS and PhD in Electrical and Computer Engineering from Seoul National University in 2017 and 2020 His research interests are in the areas of machine learning and natural language processing NLP He is particularly interested in learning language representation multimodal representation ie text visual and audio and their practical use case eg semantic information retrieval His works have been published in top NLPAI conferences including ACL NAACL EMNLP and AAAI,https://sw.skku.edu/sw/notice.do?mode=view&articleNo=152891
[KAIST GSDS] 기초 기계학습 Micro-Degree 안내,[학사],2022-09-05,카이스트 데이터 사이언스 대학원에서기초 기계학습 Microdegree를 개설하였습니다수업 요약 정보 대학원 지망생 및 현업 경험자들의 수요에 맞추어기계학습 근본적 원리의 기초이론 구현 중심의 교육 진행대상자 과정특성  기초 프로그래밍 능력과 대학교 1학년 수준의 수학 지식을 가정하여 대학원 지망생 및 관련 분야 종사자를 대상으로 강의하는 내용  단순 라이브러리 호출 및 기계학습의 단순 구성은 지양하며기계학습 구동의 내부 원리를 전달하는 원리 중심의 수업  제시된 마이크로 디그리의 수강을 완결할 경우수료증을 데이터사이언스 대학원 입학서류에 우수성 입증자료로 추가할 수 있으며 데이터사이언스 대학원 입학 시 졸업요건 학점으로 전환최대 6학점될 수 있음,https://sw.skku.edu/sw/notice.do?mode=view&articleNo=152890
2022년-2학기 전공이론 TA 모집(추가),[채용/모집],2022-09-05,2022년2학기 전공이론TA 모집2022학년도 2학기 전공 이론 과목 및 실험실습 수업 진행을 위해 도와주실 튜터를 모집합니다1 모집대상 SW관련 배경지식과 해당 과목을 수강한 대학원생2 모집인원총 1명  전공  1명3 모집대상 교과목학수번호분반교과목명교강사명필요인원구분수업시간SWE201643알고리즘개론조대호1전공화13301445목120013154 급여한 학기 기준 전공 1000000원세전 학기말 지급5 주의사항과목에 따라 중간시험 기말시험이 시행될 때 시험감독 의무가 주어집니다 반드시 참석선발자에게는 개별연락 드릴 예정이며 미 선발자에 대해서는 개별 공지하지 않는 점 양해 부탁드립니다지원자가 많을 경우 교수님께서 선발하실 예정입니다6 신청방법 아래 링크에서 신청7 신청기간220905월  220906화0900까지급여는 교비로 지원될 예정이오니 소득 신고 및 세금이 부과될 수 있음인건비 지급의 최대 금액 제한 없음중복 지급 가능많은 참여 바랍니다 감사합니다문의 SW학과사무실 0312994102 taeinkimskkuedu,https://sw.skku.edu/sw/notice.do?mode=view&articleNo=152889
"제 7회 성대 명륜 강좌 개최(강사: 로스 앤더슨, 캠브리지 대학 교수)",[학사],2022-09-05,제 7회 성대 명륜 강좌 개최 안내드립니다정보보안 분야의 세계적인 석학을 초청하는 특강이라 관심있는 학생분들에게 좋은 기회가 되실 것 같습니다1 일 시 2022 9 14수 160018002 장 소 자과캠 Live Virtual Studio 제2공학관 27111호3 방 식 온라인오프라인 하이브리드 특강 Zoom 실시간 스트리밍 전용 ZOOM URL4 강 사 로스 앤더슨Prof Ross Anderson Cambridge University5 진 행 김형식 교수소프트웨어융합대학6 주 제 AI  Privacy7 참 석  오프라인 김형식 교수 대학원생15명 신입생15명  온라인 로스 앤더슨 교수 학생 교내 구성원,https://sw.skku.edu/sw/notice.do?mode=view&articleNo=152888
[학부] 연구논문/작품 서약서/제안서 및 중간보고서 제출안내,[학사],2022-09-05,연구논문작품 서약서제안서 및 중간보고서 제출안내 소프트웨어융합대학 연구작품논문시스템 안내  ID 학번  PW 1111시스템에서 학적 변동은 이번주까지 변경 예정 제출에 문제 없음 2022학년도 2학기 서약서제안서 및 중간보고서 제출기한 안내 대상 학생은 지정된 양식에 보고서를 작성 기한 내에 시스템에 제출업로드 하시기 바랍니다1 제출기간  9월 13일화  9월 23일금 2400까지 반드시 지정된 양식에 보고서를 작성 후 기한 내 시스템에 업로드 하시기 바랍니다2 제출자료 및 제출대상1 서약서  제안서 20222학기가 재학학기 기준 7학기인 학생 2023년 8월 졸업 예정자 20222학기혹은 그 이전에 지도교수를 선임한 학생2 중간보고서 20222학기가 재학학기 기준 8학기인 학생 2023년 2월 졸업 예정자 20222학기혹은 그 이전에 서약서 및 제안서를 제출 완료 한 학생3 제출 방법 해당양식첨부 참조을 작성하여 9월 23일금까지 시스템에 업로드 기한연장 없음모든 제출 서류에 지도교수 서명은 온라인시스템으로 진행합니다기한 내에 시스템 업로드 후에 지도교수님께서 확인 후 승인 또는 반려합니다반려된 학생은 지도교수님께 확인받아 수정사항을 작성해서 다시 업로드 해아합니다4 유의사항지정기간 내 제출하지 않는 경우 예정된 학기에 졸업이 불가합니다 기한엄수 공동작의 경우에도 전원이 각자 작성 후 개별적으로 업로드 해야 합니다5 첨부 자료첨부1 20222학기 연구작품논문 제출 양식 전체 지도교수님 서명란은 온라인으로 받기 때문에 따로 받지 않아도 됩니다첨부2 서약서제안서 및 중간보고서 제출 매뉴얼pdf 연구 작품논문 관련 제출 해야 할 자료들 시스템에 업로드 필수1 논문 서약서제안서 7학기 초 제출 지정양식2 중간 보고서 8학기 초 제출 지정양식3 최종보고서8학기 중 제출 지정양식4 자신이 수행한 졸업작품 또는 논문8학기 중 제출 업로드가 불가할 경우 지도교수님 허락 하에 생략가능5 논문 또는 작품의 제목8학기 중 제출6 교내 졸업작품논문 발표회 ppt자료8학기 중 제출 지정양식7 학회증빙자료논문 진행하는 학생 필수 외부학회 발표 후 제출교내발표1123전까지8 20171학기 이전에 서약서 및 제안서를 제출하고 연구를 진행한 학생은 기존대로 연구노트를 사용하며 20171학기부터 연구를 시작한 학생은 연구노트를 대체하여 GitHub를 사용합니다9 연구노트와 GitHub는 1년간의 논문작품 수행과정의 기록물이므로 상시적으로 내용작성을 충실히 하고 지도교수님의 확인을 받길 바랍니다 GitHub는 재심 또는 2차 재심에서 사용하게 되는 자료이기에 상시 내용을 업로드하셔야 합니다10 제출서류 13은 12년 2학기에 지도교수 배정받은 학생부터 제출 의무화됨   12년 2학기 이전 지도교수 배정 학생들은 제출 대상에서 제외됩니다 문의  소프트웨어학과사무실 0312994100  shin32skkuedu,https://sw.skku.edu/sw/notice.do?mode=view&articleNo=152887
[Softly.ai] 소프트웨어 엔지니어 채용,[취업],2022-09-02,Softlyai 소프트웨어 엔지니어 채용IT 기술의 발달로 인해 사람들의 연결이 쉬워지면서 다양한 형태의 취미 정보고민 관심사를 바탕으로 많은 온라인 커뮤니티가 생겨났고 커뮤니티 내에서공유되는 양질의 정보와 사용자들의 겪는 공통적인 문제는 우리 삶에 꼭 필요한많은 제품과 서비스를 탄생시켜왔습니다이러한 온라인 커뮤니티의 가능성에주목한 많은 비즈니스 주체들은 다양한 커뮤니티를 만들고 발전시키기시작했는데 커뮤니티 내 사용자 규모가 늘어남과 동시에 늘어나는 사용자 간상호작용과 관련된 문제 또한 커지기 시작했습니다 이러한 수많은 상호작용을인공지능을 활용해 효과적으로 분석하고 관리하여 온라인 커뮤니티가 지속적으로성장할 수 있도록 돕는 것이 저희의 목표입니다SoftlyAI는 커뮤니티의 성장을 위해 필요한 관리 업무들을 AI를 통해 효율적으로해결하고자 합니다 가장 먼저 저희는 라이브 스트리머의 팬덤 커뮤니티에집중하고 있고 스트리머가 방송을 하면서 시청자들을 관리하고 팬덤 커뮤니티를키워나가는데에 겪는 어려움을 해결해주는 스트림에이드streamade라는 AI 봇을개발하고 있습니다 스트림에이드는 스트리머들이 설정한 방송 규칙 즉 커뮤니티가이드라인을 바탕으로 이를 위반하는 시청자를 실시간으로 탐지하고 방송에 대한시청자 반응을 효과적으로 분석합니다 Softly AI 홈페이지 바로가기 팀 이력저희는 2022년 1월에 설립된 신생 스타트업입니다 설립 3개월 만에 시드 투자를유치하고 지난 6월에는 TIPS 프로그램에 선정되었습니다 현재 스트림에이드베타 서비스 런칭을 준비하고 있습니다  2022년 1월 법인 설립  2022년 3월 마루180 입주사 선정  2022년 4월 시드 투자 유치 슈미트 스톤브릿지벤처스스마일게이트인베스트먼트  2022년 6월 중소기업벤처부 TIPS 선정  2022년 8월 Google Founders Academy in APAC 선정  2022년 9월 스트림에이드 베타 서비스 런칭 예정 진행 중 채용홈페이지 참고저희의 비전에 공감하며 함께 도전하실 분을 구하고 있습니다 자세한 내용은각각의 공고를 확인해주세요Software Engineer Frontend FulltimeSoftware Engineer Backend FulltimeOperation Manager FulltimeMachine Learning Data Linguist FulltimeMachine Learning Research Engineer NLP InternMachine Learning Research Engineer NLP FulltimeProduct Designer User Interface Fulltime,https://sw.skku.edu/sw/notice.do?mode=view&articleNo=152886
[현대자동차] 9월 신입채용,[취업],2022-08-31,현대자동차 9월 신입채용Come Grow with Us보다 더 나은 우리의 삶을 위해담대한 희망을 함께 할 당신을 기다립니다여러분의 첫 시작을 현대자동차에서공고 바로가기   접수기간20220901목  20220914수 지원대상학사석사 학위 취득하신 분 23년 2월 졸업 예정이신 분 모집부문RD Manufacturing 디자인 전략지원 접수방법홈페이지 온라인 지원,https://sw.skku.edu/sw/notice.do?mode=view&articleNo=152885
[SW중심대학] '소중人의 생활탐구' 영상 공모전 (접수기간 : '22.9.5.(월)~10.7.(금)까지),[학사],2022-08-31,SW중심대학 소중의 생활탐구 영상 공모전1 개 요 공모전명 SW중심대학 소중의 생활탐구 영상 공모전 응모기간  2022년 9월 5일월  10월 7일금 응모자격  SW중심대학 참여대학 수혜인력         개인 및 팀 참가 가능 팀의 경우 대표자 포함 4인 이내 구성   재학생 졸업생 소중대 선정 기간 중 참여학생일 경우 해당 응모방법  온라인 제출구글 폼바로가기 모집분야 주관  사SW중심대학협의회2 공모 일정 접수기간2022 9 5 월  10 7 금  심사기간 2022 10 11 화  10 21 금  결과발표 2022 10 27 목  홈페이지 발표 및 개별 연략  시상식 2022 12 8 목 예정  모든 수상자는 특별한 사유가 없을 경우 반드시 시상식에 참여해야 함    일정은 상황에 따라 변동될 수 있음3 제출 내용 및 방법  공모전 영상원본 및 URL을 본 구글 폼 내 첨부하여 제출   작품 형식  동영상mp4 파일 형식   작품 분량  1분  5분 이내 동영상 1편   작품 규격  해상도 1280 X 720 픽셀 이상4 심사 기준 및 시상 내역참가자 전원에게는 참가인증서 및 스타벅스 커피 쿠폰 제공단 참가자 300명 이상일 경우 추첨을 통해 제공5 포스터문의처SW중심대학 공모전 운영사무국 평일 10001800 점심시간 12001300  T025292516  E swcontestdetizencom,https://sw.skku.edu/sw/notice.do?mode=view&articleNo=152884
"[학부] 2022-2학기 전공이론 및 실험실습, 전산학 TA 모집(9/2 13:00)",[채용/모집],2022-08-31,2022년2학기 전공이론 및 실험실습 TA 모집2022학년도 2학기 전공 이론 과목 및 실험실습 수업 진행을 위해 도와주실 튜터를 모집합니다 1 모집대상  SW관련 배경지식과 해당 과목을 수강한 대학원생2 모집인원  총 18명  전공  7명  실험실습  6명  교양  5명3 모집대상 교과목학수번호분반교과목명교강사명필요인원구분수업시간SWE201542자료구조개론염익준1전공화09001015목10301145SWE300541컴퓨터구조개론조형민2전공월13301445수12001315SWE302243컴퓨터네트웍개론최형기1전공월16301745수15001615SWE300641프로그래밍언어한환수1전공화15001615목16301745CSE303641컴퓨터공학세미나정재훈1전공월15001550수17001750SWE201541자료구조개론이준원1전공월09001015수10301145SWE202141오픈소스소프트웨어실습조재민3실험실습화18002145SWE304842웹프로그래밍실습염익준3실험실습화18002145GEDT01843공학컴퓨터프로그래밍 python자비단2교양화16301745목15001615GEDT01941프로그래밍기초와실습 C이진규3교양월15001615수163017454 급여 한 학기 기준 전공  1000000원 세전 학기말 지급 실험실습  2198400 세후 학기말지급 교육조교 처우 교양  1200000세전 매월 나눠서 지급5 주의사항과목에 따라 중간시험 기말시험이 시행될 때 시험감독 의무가 주어집니다 반드시 참석선발자에게는 개별연락 드릴 예정이며 미 선발자에 대해서는 개별 공지하지 않는 점 양해 부탁드립니다지원자가 많을 경우 교수님께서 선발하실 예정입니다6 신청방법  아래 링크에서 신청7 신청기간  220831수  220902 1300까지급여는 교비로 지원될 예정이오니 소득 신고 및 세금이 부과될 수 있음인건비 지급의 최대 금액 제한 없음중복 지급 가능많은 참여 바랍니다 감사합니다문의 SW학과사무실 0312994102  taeinkimskkuedu,https://sw.skku.edu/sw/notice.do?mode=view&articleNo=152883
[SW융합대학/SW중심사업단] SPARK 10기 프로그램 참가모집~9/16(금),[채용/모집],2022-08-31,SPARK 10기 참가모집좋은 아이디어로 창업을 꿈꾸거나 시제품을 개발하고 싶은 SW학생들 모여라1 내용참가대상  소프트웨어융합대학 학부생 SW복수전공 대학원생주   제  제한 없음과제기간  최대 6개월팀 구성  2인 이상 과제 선정 후 팀원 모집 가능2 아이디어 신청 아이디어 신청 마감일  916금 기한 엄수 아이디어 신청 방법  포스터 내 QR코드 접속 혹은 아래의 링크 접속하여 접수  신청 URL   아이디어 제안서  첨부 파일 참고자세한 사항은 아래의 포스터 참고 바랍니다,https://sw.skku.edu/sw/notice.do?mode=view&articleNo=152882
[IITP] 2022년 SW마이스터고 연합해커톤 안내(접수기간: ~9/7),[학사],2022-08-30,2022 SW마이스터고 연합 해커톤 행사 개요 일 시  2022년 10월 5일수  10월 7일금 장 소  광주광역시 일대미정 광주광역시 내 호텔 또는 유스호스텔 예정 참 여  SW마이스터고 4개교대덕대구광주부산 학생 총 80여명 주 제  미래를 바꾸는 혁신SW서비스 개발 멘토 운영계획 참여 기간  2022년 10월 5일수1300  10월 6일목2400 선발 인원  총 12인 SW마이스터고 졸업생 6인 IITP 인재양성사업 수혜학생6인 지원 사항  멘토 수당 70만원  숙박105107 2박  식사  교통비 멘토 운영참여 멘토들의 기술 스펙등을 고려하여 조를 편성 한 뒤학생들의 개발 시간 중멘토링 진행 주요일정일자진행 내용비고98목SW마이스터고 연합 해커톤 멘토 접수 915목SW마이스터고 연합 해커톤 멘토 발표 927화해커톤 멘토 대상 OT 진행온라인105수1130학생 이동1300중식 및 객실 입소 1300  1330해커톤 개회 및 OT진행 1330  1800해커톤 행사 진행참여 멘토 소개 기업 소개 팀별 역할 분담 등 1800  1930석식 1930 팀별 개발 106목0700  0830조식 0830  1200팀별 개발 1200  1330중식 1330  1800팀별 개발 및 중간 발표 1800  1930석식  2400팀별 개발 및 최종 제출 107금0700  0830조식 0830  0900팀별 최종 발표 준비 0900  1200팀별 최종 발표 1200  1300중식 및 평가 1300  1400우수작 시상 및 시상자 사진 촬영 1400개인 정비 및 퇴소버스 멘토 신청 방법 접수 기간  9월 7일수까지 접수 방법  첨부양식내 참가신청서를 작성하여 이메일 제출 cr3588skkuedu,https://sw.skku.edu/sw/notice.do?mode=view&articleNo=152881
"[학부] 연구논문/작품 지도교수, 주제/팀/작품논문상호 변경기간 안내",[학사],2022-08-29,학부 연구논문작품 지도교수 주제팀작품논문상호 변경기간 안내20222학기 학부 연구논문작품 지도교수 주제팀작품논문상호 변경기간을 아래와 같이 안내합니다 양식은 첨부파일 확인1 제출기간  8학기 중간보고서 제출기간 시작 전까지 중간보고서 제출 9월 초 예상 중간보고서 제출한 학생은 변경 불가능2 지도교수 변경 지도교수변경원 서류제출 변경된 지도교수님께 잔여학기 동안 연구작품논문 지도를 받아야 합니다 변경전 지도교수님과 변경 후 지도교수님 서명 모두 받아 제출3 주제 팀 작품논문상호 변경 지도교수확인서 서류제출 주제 변경 시 변경된 주제의 제안서도 함께 제출 제안서 내용 교수님께 확인 받고 서명 필수 공동으로 진행하더라도 모든 서류는 각자 작성해서 제출해야 함4 제출처 및 문의 소프트웨어학과사무실 0312994100  shin32skkuedu 이메일 스캔파일 제출하시기 바랍니다 이메일 제출 시 제목에 학번 이름 기재 꼭 해주시기 바랍니다,https://sw.skku.edu/sw/notice.do?mode=view&articleNo=152880
[채용/모집] SOSC(성균오픈소스SW센터) 근로학생 모집,[채용/모집],2022-08-29,채용모집 SOSC성균오픈소스SW센터 근로학생 모집소프트웨어융합대학 SOSC성균오픈소스SW센터에서는 함께 근무할 근로 학생을 모집합니다관심 있는 학생들의 많은 지원 바랍니다1 업무내용 SOSC 행정실 업무 지원 각종행사 지원 센터 관리 등 근무시간  월금요일 09001730  근무시간 학생 스케줄에 따라 협의가능  근무지  자연과학캠퍼스 반도체관 6층 400629호 근무기간  09월 01일  2023년 02월 28일 시급 9200원  2023년  9700원2 자격요건 소프트웨어융합대학 학부 재학생  수료생 및 휴학생 불가  대학으로부터 현재 성적 장학금 심화RD프로젝트 활동비 산학협력프로젝트 활동비 수혜를 받지 않는 학생3 우대사항 필수 아님 성실하고 책임감 있는 분 컴퓨터 활용능력 엑셀 능력 문서작성 우수자4 복지혜택 교내프로그램 지원 시 가산점 커피 다과 지원5 채용방법서류제출 면접 후 채용 제출기한 2022 09 02 금 0000 까지 제출방법 이력서 skkuswcsskkuedu 로 제출문의 SOSC성균 오픈소스 SW센터 11 오픈채팅방,https://sw.skku.edu/sw/notice.do?mode=view&articleNo=152879
디지털 인재 얼라이언스(과기정통부 주관) 소개 및 참여 안내(~9.1),[취업],2022-08-29,디지털 인재 얼라이언스과기정통부 주관 소개 및 참여 안내91까지주관 기관  과학기술정보통신부가 구성목적  디지털 인재 양성을 위한 민관 협력체계 구축 및 생태계 기반 조성나 참여대상 디지털디지털 분야 기업대기업 중소중견기업 스타트업 등 대학교육 기업 등 교육기관 공공기관 및 회원사 보유 협단체 등다 주요기능 정부민간 교육과정 수료생 채용 연계 공동 교육과정 및 콘텐츠 개발 디지털 배지 활용 정책제언 및 제도개선 과제 발굴 등라 주요혜택  참여기업 홍보 활동 우수 기업단체 표창 공동행사잡 페어 심포지엄 등 우선 참여 등마 회원구분  일반회원 디지털 리더스클럽 참여 신청은 일반회원이며 별도 심의를 통해 인재양성 우수기업에 리더스클럽 인증 부여 예정바 접수방법  가입신청서 개인정보 수집이용동의서 작성 후 우편 또는 이메일 접수사 접 수 처  정보통신기획평가원 인재기획팀 오준영 수석0426128474 sechs11iitpkr 주소  34054 대전광역시 유성구 유성대로 1548 정보통신기획평가원 동관 4층아 접수기간  91목까지붙임파일 1 디지털 인재 얼라이언스 참여기관 모집 안내       2 가입신청서       3 개인정보 수집이용 동의서,https://sw.skku.edu/sw/notice.do?mode=view&articleNo=152878
